"ID","Gemeinde","Text","Staerkste_Partei"
1368,"Oberiberg SZ","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
1369,"Riemenstalden SZ","Spec_small_community   Speziell: In keiner anderen Gemeinde des Kantons war die SP schwächer.","SVP"
1370,"Rothenthurm SZ","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
1371,"Sattel SZ","Mit deutlichem Abstand bleibt die #Party_1_partei_bezeichnung_de die grösste Partei in #Gemeinde_d. Ihre Parteistärke beträgt #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Der Vorsprung auf die nächstgrössere Partei, die #Party_2_partei_bezeichnung_de ist gross: #Party_1_distance_to_next Prozentpunkte. Die #Party_2_partei_bezeichnung_de holte #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
1372,"Schwyz SZ","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
1373,"Steinen SZ","Alles bleibt beim Alten in #Gemeinde_d: Die drei stärksten Parteien haben ihre Spitzenplätze in unveränderter Reihenfolge verteidigt: Die #Party_1_partei_bezeichnung_de geht mit #Party_1_partei_staerke Prozent (#Party_2_plus_minus_d) wiederum als stärkste Kraft aus den Nationalratswahlen. Zweitstärkste Partei ist die #Party_2_partei_bezeichnung_de (#Party_2_partei_staerke Prozent, #Party_2_plus_minus_d), drittstärkste die #Party_3_partei_bezeichnung_de (#Party_3_partei_staerke Prozent, #Party_3_plus_minus_d).  ","SVP"
1374,"Steinerberg SZ","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
1375,"Unteriberg SZ","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d). Speziell: In keiner anderen Gemeinde des Kantons war die FDP schwächer.","SVP"
1401,"Alpnach OW","In #Gemeinde_d ist neu die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei. Sie holte #Party_1_partei_staerke Prozent aller Stimmen. Vor vier Jahren war die Partei noch auf Rang #Party_1_rank_in_commune_prev. Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Third_big_jump_percentage","SVP"
1402,"Engelberg OW","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Zweitstärkste Partei in #Gemeinde_d ist die #Party_2_partei_staerke, die sich gegenüber den Wahlen 2019 um #Party_2_differenz_partei_staerke Prozentpunkte verbesserte. Third_big_jump_percentage","SVP"
1403,"Giswil OW","Neue stärkste Kraft in #Gemeinde_d: Die #Party_1_partei_bezeichnung_de hat mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d) die meisten Stimmen geholt und verbessert sich damit von Rang #Party_1_rank_in_commune_prev auf den ersten Platz. Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Am drittmeisten Stimmen, nämlich #Party_3_partei_staerke Prozent, gingen in #Gemeinde_d an Listen oder Parteien aus der Kategorie ""Übrige"".","SVP"
1404,"Kerns OW","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Third_big_jump_percentage","SVP"
1405,"Lungern OW","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Am drittmeisten Stimmen, nämlich #Party_3_partei_staerke Prozent, gingen in #Gemeinde_d an Listen oder Parteien aus der Kategorie ""Übrige"".","SVP"
1406,"Sachseln OW","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Am drittmeisten Stimmen, nämlich #Party_3_partei_staerke Prozent, gingen in #Gemeinde_d an Listen oder Parteien aus der Kategorie ""Übrige"".","SVP"
1407,"Sarnen OW","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Am drittmeisten Stimmen, nämlich #Party_3_partei_staerke Prozent, gingen in #Gemeinde_d an Listen oder Parteien aus der Kategorie ""Übrige"".","SVP"
1501,"Beckenried NW","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. ","SVP"
1502,"Buochs NW","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. ","SVP"
1503,"Dallenwil NW","Kein Weg führt in #Gemeinde_d an der #Party_1_partei_bezeichnung_de vorbei. Sie holte mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. ","SVP"
1504,"Emmetten NW","Kein Weg führt in #Gemeinde_d an der #Party_1_partei_bezeichnung_de vorbei. Sie holte mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de.  Die Gemeinde hat am Wahlsonntag die tiefeste Wahlbeteiligung des ganzen Kantons gehabt: 42,9 Prozent.","SVP"
1505,"Ennetbürgen NW","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. ","SVP"
1506,"Ennetmoos NW","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. ","SVP"
1507,"Hergiswil NW","Kein Weg führt in #Gemeinde_d an der #Party_1_partei_bezeichnung_de vorbei. Sie holte mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d).  Besonders ist: Die SVP hat in der Gemeinde das höchste Resultat des Kantons erzielt.","SVP"
1508,"Oberdorf NW","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d).  Die Gemeinde hat am Wahlsonntag die höchste Beteiligung des ganzen Kantons ausgewiesen: 53,6 Prozent.","SVP"
1509,"Stans NW","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Zweitstärkste Partei in #Gemeinde_d ist die #Party_2_partei_staerke, die sich gegenüber den Wahlen 2019 um #Party_2_differenz_partei_staerke Prozentpunkte verbesserte.  Speziell: In keiner anderen Gemeinde des Kantons war die SVP schwächer.","SVP"
1510,"Stansstad NW","#Gemeinde_d ist unbestrittenes Territorium der #Party_1_partei_bezeichnung_de. Die Partei holte eine absolute Mehrheit der Stimmen. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. ","SVP"
1511,"Wolfenschiessen NW","Kein Weg führt in #Gemeinde_d an der #Party_1_partei_bezeichnung_de vorbei. Sie holte mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). ","SVP"
1630,"Glarus Nord GL","Kein Weg führt in #Gemeinde_d an der #Party_1_partei_bezeichnung_de vorbei. Sie holte mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Am drittmeisten Stimmen, nämlich #Party_3_partei_staerke Prozent, gingen in #Gemeinde_d an Listen oder Parteien aus der Kategorie ""Übrige"".","BDP"
1631,"Glarus Süd GL","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Am drittmeisten Stimmen, nämlich #Party_3_partei_staerke Prozent, gingen in #Gemeinde_d an Listen oder Parteien aus der Kategorie ""Übrige"".","BDP"
1632,"Glarus GL","Kein Weg führt in #Gemeinde_d an der #Party_1_partei_bezeichnung_de vorbei. Sie holte mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Am drittmeisten Stimmen, nämlich #Party_3_partei_staerke Prozent, gingen in #Gemeinde_d an Listen oder Parteien aus der Kategorie ""Übrige"".","BDP"
1701,"Baar ZG","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","SVP"
1702,"Cham ZG","Die #Party_1_partei_bezeichnung_de ist weiterhin die stärkste Partei in #Gemeinde_d. Mit #Party_1_partei_staerke Prozent Wähleranteil verwies sie die #Party_2_partei_bezeichnung_de allerdings nur mit #Party_1_distance_to_next Prozentpunkten Abstand auf den zweiten Platz. Diese holte #Party_2_partei_staerke Prozent. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","SVP"
1703,"Hünenberg ZG","Etwas Besonderes gab es in #Gemeinde_d: Die #Party_1_partei_bezeichnung_de und die #Party_2_partei_bezeichnung_de sind genau gleich stark. Mit je #Party_1_partei_staerke Prozent kommen beide Parteien auf den gleichen Wähleranteil.  Third_big_jump_percentage Besonders ist: Die GLP hat in der Gemeinde das höchste Resultat des Kantons erzielt.","SVP"
1704,"Menzingen ZG","#Gemeinde_d hat neu die meisten Stimmen an die #Party_1_partei_bezeichnung_de vergeben. Die Partei holte #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d). Das bedeutet, dass sie sich von Rang #Party_1_rank_in_commune_prev auf den ersten Platz verbessert hat. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage Speziell: In keiner anderen Gemeinde des Kantons war die FDP schwächer.","SVP"
1705,"Neuheim ZG","Keine Änderung an der Spitze in #Gemeinde_d: #Party_1_partei_bezeichnung_de holte wie vor vier Jahren die meisten Stimmen (#Party_1_partei_staerke Prozent, #Party_1_plus_minus_d). Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Third_big_jump_percentage","SVP"
1706,"Oberägeri ZG","Neue stärkste Kraft in #Gemeinde_d: Die #Party_1_partei_bezeichnung_de hat mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d) die meisten Stimmen geholt und verbessert sich damit von Rang #Party_1_rank_in_commune_prev auf den ersten Platz. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d). Speziell: In keiner anderen Gemeinde des Kantons war die SP schwächer.","SVP"
1707,"Risch ZG","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","SVP"
1708,"Steinhausen ZG","Neue stärkste Kraft in #Gemeinde_d: Die #Party_1_partei_bezeichnung_de hat mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d) die meisten Stimmen geholt und verbessert sich damit von Rang #Party_1_rank_in_commune_prev auf den ersten Platz. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Third_big_jump_percentage","SVP"
1709,"Unterägeri ZG","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","SVP"
1710,"Walchwil ZG","Die Reihenfolge der Parteien in #Gemeinde_d hat sich im Vergleich zu den Wahlen 2019 nicht verändert: Die #Party_1_partei_bezeichnung_de blieb mit #Party_1_partei_staerke Prozent die stärkste Kraft, gefolgt von der #Party_2_partei_bezeichnung_de (#Party_2_partei_staerke Prozent, #Party_2_plus_minus_d) und der #Party_3_partei_bezeichnung_de (#Party_3_partei_staerke, #Party_3_plus_minus_d).   Besonders ist: Die SVP hat in der Gemeinde das höchste Resultat des Kantons erzielt.","SVP"
