"ID","Gemeinde_fr","Tabelle_fr","Staerkste_Partei"
2216,"Pierrafortscha (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r151tab_r2#547d34tab_r3$td£$b£34.2%$/b£$/td£§+12.7$/td£$/tr£$tr£$td£Centre$/td£tab_r132tab_r2#f39f5etab_r3$td£$b£21.6%$/b£$/td£§+8.7$/td£$/tr£$tr£$td£PLR$/td£tab_r129tab_r2#6268AFtab_r3$td£$b£19.6%$/b£$/td£§-7.4$/td£$/tr£$tr£$td£PS$/td£tab_r114tab_r2#ea546ftab_r3$td£$b£9.2%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.8%$/b£$/td£§-13.5$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£5.0%$/b£$/td£§+2.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£64$/b£$br£Taux de participation: $b£60.9%$/b£ (+6.0%)","SVP"
2217,"Ponthaux (FR)","tab_h_fr$tr£$td£Centre$/td£tab_r137tab_r2#f39f5etab_r3$td£$b£24.8%$/b£$/td£§+8.0$/td£$/tr£$tr£$td£UDC$/td£tab_r135tab_r2#547d34tab_r3$td£$b£23.3%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£PS$/td£tab_r133tab_r2#ea546ftab_r3$td£$b£22.1%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£PLR$/td£tab_r115tab_r2#6268AFtab_r3$td£$b£9.9%$/b£$/td£§-6.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.6%$/b£$/td£§-4.3$/td£$/tr£$tr£$td£PCS$/td£tab_r17tab_r2#abd0e7tab_r3$td£$b£4.4%$/b£$/td£§+3.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£199$/b£$br£Taux de participation: $b£36.9%$/b£ (-0.5%)","Mitte"
2220,"Le Mouret (FR)","Résultats non encore disponibles.","no_data"
2226,"Treyvaux (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r140tab_r2#547d34tab_r3$td£$b£26.6%$/b£$/td£§+10.1$/td£$/tr£$tr£$td£PLR$/td£tab_r139tab_r2#6268AFtab_r3$td£$b£26.2%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£Centre$/td£tab_r126tab_r2#f39f5etab_r3$td£$b£17.1%$/b£$/td£§-2.3$/td£$/tr£$tr£$td£PS$/td£tab_r124tab_r2#ea546ftab_r3$td£$b£16.0%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.9%$/b£$/td£§-3.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£628$/b£$br£Taux de participation: $b£57.6%$/b£ (+5.7%)","SVP"
2228,"Villars-sur-Glâne (FR)","Résultats non encore disponibles.","no_data"
2230,"Villarsel-sur-Marly (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r163tab_r2#547d34tab_r3$td£$b£42.3%$/b£$/td£§+10.8$/td£$/tr£$tr£$td£Centre$/td£tab_r126tab_r2#f39f5etab_r3$td£$b£17.0%$/b£$/td£§-4.5$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.2%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£PS$/td£tab_r116tab_r2#ea546ftab_r3$td£$b£11.0%$/b£$/td£§+8.5$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r116tab_r2#26b300tab_r3$td£$b£11.0%$/b£$/td£§-11.0$/td£$/tr£$tr£$td£Divers$/td£tab_r18tab_r2#bebebetab_r3$td£$b£5.5%$/b£$/td£§+5.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£26$/b£$br£Taux de participation: $b£60.5%$/b£ (-1.2%)","SVP"
2233,"Hauterive (FR)","tab_h_fr$tr£$td£Centre$/td£tab_r159tab_r2#f39f5etab_r3$td£$b£39.7%$/b£$/td£§+21.7$/td£$/tr£$tr£$td£UDC$/td£tab_r127tab_r2#547d34tab_r3$td£$b£18.0%$/b£$/td£§+2.1$/td£$/tr£$tr£$td£PS$/td£tab_r126tab_r2#ea546ftab_r3$td£$b£17.4%$/b£$/td£§-8.2$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r115tab_r2#26b300tab_r3$td£$b£10.3%$/b£$/td£§-6.2$/td£$/tr£$tr£$td£PLR$/td£tab_r114tab_r2#6268AFtab_r3$td£$b£9.0%$/b£$/td£§-5.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£872$/b£$br£Taux de participation: $b£50.6%$/b£ (+6.7%)","Mitte"
2234,"La Brillaz (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r139tab_r2#547d34tab_r3$td£$b£25.7%$/b£$/td£§+11.0$/td£$/tr£$tr£$td£Centre$/td£tab_r131tab_r2#f39f5etab_r3$td£$b£20.5%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£PS$/td£tab_r129tab_r2#ea546ftab_r3$td£$b£19.5%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.4%$/b£$/td£§-8.8$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r119tab_r2#26b300tab_r3$td£$b£12.6%$/b£$/td£§-0.9$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£3.9%$/b£$/td£§-1.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£683$/b£$br£Taux de participation: $b£46.6%$/b£ (+2.5%)","SVP"
2235,"La Sonnaz (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r135tab_r2#547d34tab_r3$td£$b£23.2%$/b£$/td£§+3.9$/td£$/tr£$tr£$td£Centre$/td£tab_r134tab_r2#f39f5etab_r3$td£$b£22.9%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£PS$/td£tab_r130tab_r2#ea546ftab_r3$td£$b£20.2%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.6%$/b£$/td£§-3.6$/td£$/tr£$tr£$td£PLR$/td£tab_r114tab_r2#6268AFtab_r3$td£$b£9.4%$/b£$/td£§-2.8$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£5.0%$/b£$/td£§+0.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£445$/b£$br£Taux de participation: $b£48.8%$/b£ (+5.3%)","SVP"
2236,"Gibloux (FR)","Résultats non encore disponibles.","no_data"
2237,"Prez (FR)","Résultats non encore disponibles.","no_data"
2238,"Bois-d'Amont (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r135tab_r2#547d34tab_r3$td£$b£23.1%$/b£$/td£§+5.4$/td£$/tr£$tr£$td£PS$/td£tab_r131tab_r2#ea546ftab_r3$td£$b£20.6%$/b£$/td£§-3.0$/td£$/tr£$tr£$td£Centre$/td£tab_r127tab_r2#f39f5etab_r3$td£$b£18.3%$/b£$/td£§+0.8$/td£$/tr£$tr£$td£PLR$/td£tab_r127tab_r2#6268AFtab_r3$td£$b£18.1%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r119tab_r2#26b300tab_r3$td£$b£12.9%$/b£$/td£§-1.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£790$/b£$br£Taux de participation: $b£51.7%$/b£ (+4.5%)","SVP"
2250,"Courgevaux (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r147tab_r2#547d34tab_r3$td£$b£31.5%$/b£$/td£§+5.3$/td£$/tr£$tr£$td£PS$/td£tab_r133tab_r2#ea546ftab_r3$td£$b£21.9%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£Centre$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.9%$/b£$/td£§+6.7$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.5%$/b£$/td£§-8.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r112tab_r2#26b300tab_r3$td£$b£8.1%$/b£$/td£§-0.2$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£7.0%$/b£$/td£§-2.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£386$/b£$br£Taux de participation: $b£45.0%$/b£ (+5.5%)","SVP"
2254,"Courtepin (FR)","Résultats non encore disponibles.","no_data"
2257,"Cressier (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r142tab_r2#547d34tab_r3$td£$b£28.3%$/b£$/td£§+4.2$/td£$/tr£$tr£$td£PS$/td£tab_r135tab_r2#ea546ftab_r3$td£$b£23.1%$/b£$/td£§+0.7$/td£$/tr£$tr£$td£Centre$/td£tab_r124tab_r2#f39f5etab_r3$td£$b£16.1%$/b£$/td£§+4.9$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£11.7%$/b£$/td£§-5.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r115tab_r2#26b300tab_r3$td£$b£9.8%$/b£$/td£§-5.5$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.5%$/b£$/td£§+0.7$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£320$/b£$br£Taux de participation: $b£52.4%$/b£ (+5.8%)","SVP"
2258,"Fräschels (FR)","Résultats non encore disponibles.","no_data"
2261,"Greng (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r169tab_r2#547d34tab_r3$td£$b£45.7%$/b£$/td£§+12.3$/td£$/tr£$tr£$td£PLR$/td£tab_r127tab_r2#6268AFtab_r3$td£$b£18.2%$/b£$/td£§-7.7$/td£$/tr£$tr£$td£Centre$/td£tab_r116tab_r2#f39f5etab_r3$td£$b£10.5%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r114tab_r2#26b300tab_r3$td£$b£9.2%$/b£$/td£§+4.8$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.7%$/b£$/td£§+0.2$/td£$/tr£$tr£$td£PS$/td£tab_r110tab_r2#ea546ftab_r3$td£$b£6.7%$/b£$/td£§-7.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£81$/b£$br£Taux de participation: $b£67.5%$/b£ (+3.1%)","SVP"
2262,"Cormondes (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r151tab_r2#547d34tab_r3$td£$b£34.0%$/b£$/td£§+6.2$/td£$/tr£$tr£$td£Centre$/td£tab_r141tab_r2#f39f5etab_r3$td£$b£27.4%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£PS$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£14.0%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r112tab_r2#26b300tab_r3$td£$b£8.2%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£7.7%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£4.3%$/b£$/td£§-1.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'430$/b£$br£Taux de participation: $b£45.0%$/b£ (+3.0%)","SVP"
2265,"Chiètres (FR)","Résultats non encore disponibles.","no_data"
2266,"Kleinbösingen (FR)","Résultats non encore disponibles.","no_data"
2271,"Meyriez (FR)","Résultats non encore disponibles.","no_data"
2272,"Misery-Courtion (FR)","Résultats non encore disponibles.","no_data"
2274,"Montilier (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r135tab_r2#547d34tab_r3$td£$b£23.4%$/b£$/td£§+3.9$/td£$/tr£$tr£$td£PLR$/td£tab_r127tab_r2#6268AFtab_r3$td£$b£17.8%$/b£$/td£§-2.2$/td£$/tr£$tr£$td£Centre$/td£tab_r127tab_r2#f39f5etab_r3$td£$b£17.7%$/b£$/td£§+8.4$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£16.6%$/b£$/td£§-4.3$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r119tab_r2#26b300tab_r3$td£$b£12.6%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.5%$/b£$/td£§-3.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£421$/b£$br£Taux de participation: $b£58.0%$/b£ (+4.5%)","SVP"
2275,"Morat (FR)","Résultats non encore disponibles.","no_data"
2276,"Ried bei Kerzers (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r162tab_r2#547d34tab_r3$td£$b£41.6%$/b£$/td£§+2.1$/td£$/tr£$tr£$td£PLR$/td£tab_r129tab_r2#6268AFtab_r3$td£$b£19.4%$/b£$/td£§-3.6$/td£$/tr£$tr£$td£Centre$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.4%$/b£$/td£§+6.9$/td£$/tr£$tr£$td£PS$/td£tab_r113tab_r2#ea546ftab_r3$td£$b£8.5%$/b£$/td£§-3.2$/td£$/tr£$tr£$td£PVL$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£5.7%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r18tab_r2#26b300tab_r3$td£$b£5.4%$/b£$/td£§-1.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£433$/b£$br£Taux de participation: $b£52.6%$/b£ (+2.8%)","SVP"
2278,"Ormey (FR)","Résultats non encore disponibles.","no_data"
2284,"Mont-Vully (FR)","Résultats non encore disponibles.","no_data"
2292,"Brünisried (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r174tab_r2#547d34tab_r3$td£$b£49.6%$/b£$/td£§+14.1$/td£$/tr£$tr£$td£Centre$/td£tab_r130tab_r2#f39f5etab_r3$td£$b£19.9%$/b£$/td£§-5.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.7%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£PS$/td£tab_r113tab_r2#ea546ftab_r3$td£$b£8.3%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£PLR$/td£tab_r16tab_r2#6268AFtab_r3$td£$b£4.3%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£4.0%$/b£$/td£§+0.1$/td£$/tr£$tr£$td£PCS$/td£tab_r15tab_r2#abd0e7tab_r3$td£$b£3.4%$/b£$/td£§-1.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£230$/b£$br£Taux de participation: $b£43.3%$/b£ (+5.5%)","SVP"
2293,"Guin (FR)","Résultats non encore disponibles.","no_data"
2294,"Chevrilles (FR)","Résultats non encore disponibles.","no_data"
2295,"Bösingen (FR)","Résultats non encore disponibles.","no_data"
2296,"Heitenried (FR)","Résultats non encore disponibles.","no_data"
2299,"Planfayon (FR)","Résultats non encore disponibles.","no_data"
2300,"Plasselb (FR)","Résultats non encore disponibles.","no_data"
2301,"Dirlaret (FR)","Résultats non encore disponibles.","no_data"
2303,"Saint-Silvestre (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r189tab_r2#547d34tab_r3$td£$b£59.3%$/b£$/td£§+13.0$/td£$/tr£$tr£$td£Centre$/td£tab_r126tab_r2#f39f5etab_r3$td£$b£17.6%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£PS$/td£tab_r112tab_r2#ea546ftab_r3$td£$b£8.0%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£PLR$/td£tab_r18tab_r2#6268AFtab_r3$td£$b£5.1%$/b£$/td£§-5.6$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r17tab_r2#26b300tab_r3$td£$b£4.8%$/b£$/td£§+0.8$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£330$/b£$br£Taux de participation: $b£42.2%$/b£ (+3.8%)","SVP"
2304,"Saint-Ours (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r154tab_r2#547d34tab_r3$td£$b£36.1%$/b£$/td£§+10.6$/td£$/tr£$tr£$td£Centre$/td£tab_r137tab_r2#f39f5etab_r3$td£$b£24.7%$/b£$/td£§-2.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r118tab_r2#26b300tab_r3$td£$b£12.2%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£PS$/td£tab_r115tab_r2#ea546ftab_r3$td£$b£10.3%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£PLR$/td£tab_r110tab_r2#6268AFtab_r3$td£$b£7.0%$/b£$/td£§-2.2$/td£$/tr£$tr£$td£PCS$/td£tab_r18tab_r2#abd0e7tab_r3$td£$b£5.2%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.4%$/b£$/td£§-2.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£535$/b£$br£Taux de participation: $b£52.3%$/b£ (+3.1%)","SVP"
2305,"Schmitten (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r138tab_r2#547d34tab_r3$td£$b£25.6%$/b£$/td£§+5.1$/td£$/tr£$tr£$td£Centre$/td£tab_r134tab_r2#f39f5etab_r3$td£$b£22.8%$/b£$/td£§-3.8$/td£$/tr£$tr£$td£PS$/td£tab_r126tab_r2#ea546ftab_r3$td£$b£17.2%$/b£$/td£§-2.2$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r118tab_r2#26b300tab_r3$td£$b£11.7%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£8.1%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£PCS$/td£tab_r112tab_r2#abd0e7tab_r3$td£$b£8.1%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.7%$/b£$/td£§-0.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'614$/b£$br£Taux de participation: $b£52.8%$/b£ (+5.2%)","SVP"
2306,"Tavel (FR)","Résultats non encore disponibles.","no_data"
2307,"Tinterin (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r155tab_r2#547d34tab_r3$td£$b£36.7%$/b£$/td£§+14.0$/td£$/tr£$tr£$td£Centre$/td£tab_r134tab_r2#f39f5etab_r3$td£$b£22.4%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£PS$/td£tab_r122tab_r2#ea546ftab_r3$td£$b£14.8%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r114tab_r2#26b300tab_r3$td£$b£9.2%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£7.7%$/b£$/td£§-6.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£459$/b£$br£Taux de participation: $b£45.6%$/b£ (+5.1%)","SVP"
2308,"Ueberstorf (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r147tab_r2#547d34tab_r3$td£$b£31.1%$/b£$/td£§+6.4$/td£$/tr£$tr£$td£Centre$/td£tab_r141tab_r2#f39f5etab_r3$td£$b£27.7%$/b£$/td£§-7.1$/td£$/tr£$tr£$td£PCS$/td£tab_r116tab_r2#abd0e7tab_r3$td£$b£10.6%$/b£$/td£§+7.1$/td£$/tr£$tr£$td£PS$/td£tab_r114tab_r2#ea546ftab_r3$td£$b£9.5%$/b£$/td£§-3.8$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.5%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£PLR$/td£tab_r19tab_r2#6268AFtab_r3$td£$b£6.0%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£PVL$/td£tab_r18tab_r2#cbd401tab_r3$td£$b£5.6%$/b£$/td£§+0.7$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£928$/b£$br£Taux de participation: $b£49.7%$/b£ (+2.8%)","SVP"
2309,"Wünnewil-Flamatt (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r139tab_r2#547d34tab_r3$td£$b£26.3%$/b£$/td£§+4.4$/td£$/tr£$tr£$td£Centre$/td£tab_r135tab_r2#f39f5etab_r3$td£$b£23.4%$/b£$/td£§-4.2$/td£$/tr£$tr£$td£PS$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£17.7%$/b£$/td£§-0.4$/td£$/tr£$tr£$td£PLR$/td£tab_r115tab_r2#6268AFtab_r3$td£$b£9.9%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r114tab_r2#26b300tab_r3$td£$b£9.2%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£PCS$/td£tab_r18tab_r2#abd0e7tab_r3$td£$b£5.4%$/b£$/td£§+1.9$/td£$/tr£$tr£$td£PVL$/td£tab_r18tab_r2#cbd401tab_r3$td£$b£5.1%$/b£$/td£§-0.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'567$/b£$br£Taux de participation: $b£43.9%$/b£ (+2.3%)","SVP"
2321,"Attalens (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r137tab_r2#547d34tab_r3$td£$b£24.6%$/b£$/td£§+2.5$/td£$/tr£$tr£$td£PS$/td£tab_r130tab_r2#ea546ftab_r3$td£$b£20.2%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£Centre$/td£tab_r127tab_r2#f39f5etab_r3$td£$b£18.2%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£PLR$/td£tab_r124tab_r2#6268AFtab_r3$td£$b£15.8%$/b£$/td£§+4.7$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r118tab_r2#26b300tab_r3$td£$b£11.8%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.9%$/b£$/td£§-2.4$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£893$/b£$br£Taux de participation: $b£38.9%$/b£ (+2.2%)","SVP"
2323,"Bossonnens (FR)","tab_h_fr$tr£$td£PS$/td£tab_r136tab_r2#ea546ftab_r3$td£$b£24.0%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£UDC$/td£tab_r135tab_r2#547d34tab_r3$td£$b£23.5%$/b£$/td£§+3.7$/td£$/tr£$tr£$td£Centre$/td£tab_r127tab_r2#f39f5etab_r3$td£$b£17.8%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£PLR$/td£tab_r121tab_r2#6268AFtab_r3$td£$b£14.2%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.2%$/b£$/td£§+3.0$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.5%$/b£$/td£§-3.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£337$/b£$br£Taux de participation: $b£35.6%$/b£ (-0.8%)","SP"
2325,"Châtel-Saint-Denis (FR)","Résultats non encore disponibles.","no_data"
2328,"Granges (Veveyse) (FR)","tab_h_fr$tr£$td£Centre$/td£tab_r139tab_r2#f39f5etab_r3$td£$b£26.0%$/b£$/td£§+6.7$/td£$/tr£$tr£$td£PLR$/td£tab_r129tab_r2#6268AFtab_r3$td£$b£19.2%$/b£$/td£§+6.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r124tab_r2#26b300tab_r3$td£$b£16.0%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£UDC$/td£tab_r124tab_r2#547d34tab_r3$td£$b£15.8%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£PS$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.1%$/b£$/td£§-6.3$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£4.3%$/b£$/td£§-2.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£317$/b£$br£Taux de participation: $b£49.5%$/b£ (+4.0%)","Mitte"
2333,"Remaufens (FR)","Résultats non encore disponibles.","no_data"
2335,"Saint-Martin (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r148tab_r2#547d34tab_r3$td£$b£31.7%$/b£$/td£§+2.8$/td£$/tr£$tr£$td£PS$/td£tab_r129tab_r2#ea546ftab_r3$td£$b£19.3%$/b£$/td£§+3.4$/td£$/tr£$tr£$td£Centre$/td£tab_r123tab_r2#f39f5etab_r3$td£$b£15.5%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r120tab_r2#26b300tab_r3$td£$b£13.2%$/b£$/td£§-2.0$/td£$/tr£$tr£$td£PLR$/td£tab_r116tab_r2#6268AFtab_r3$td£$b£10.6%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£4.1%$/b£$/td£§-1.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£312$/b£$br£Taux de participation: $b£43.4%$/b£ (+1.8%)","SVP"
2336,"Semsales (FR)","Résultats non encore disponibles.","no_data"
2337,"Le Flon (FR)","Résultats non encore disponibles.","no_data"
2338,"La Verrerie (FR)","tab_h_fr$tr£$td£UDC$/td£tab_r159tab_r2#547d34tab_r3$td£$b£39.3%$/b£$/td£§+10.6$/td£$/tr£$tr£$td£Centre$/td£tab_r136tab_r2#f39f5etab_r3$td£$b£24.1%$/b£$/td£§-0.9$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£11.7%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£PLR$/td£tab_r114tab_r2#6268AFtab_r3$td£$b£9.3%$/b£$/td£§-4.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r110tab_r2#26b300tab_r3$td£$b£7.0%$/b£$/td£§-1.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£374$/b£$br£Taux de participation: $b£42.5%$/b£ (+1.6%)","SVP"
2401,"Egerkingen (SO)","tab_h_fr$tr£$td£UDC$/td£tab_r155tab_r2#547d34tab_r3$td£$b£36.8%$/b£$/td£§+8.6$/td£$/tr£$tr£$td£PLR$/td£tab_r139tab_r2#6268AFtab_r3$td£$b£26.0%$/b£$/td£§-4.3$/td£$/tr£$tr£$td£Centre$/td£tab_r132tab_r2#f39f5etab_r3$td£$b£21.3%$/b£$/td£§-2.0$/td£$/tr£$tr£$td£PS$/td£tab_r110tab_r2#ea546ftab_r3$td£$b£6.6%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£3.8%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.2%$/b£$/td£§-1.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£994$/b£$br£Taux de participation: $b£44.6%$/b£ (+2.2%)","SVP"
