"ID","Gemeinde_de","Text_de","Staerkste_Partei"
745,"Port BE","Die Spitzenplätze in Port bleiben gleich: Unverändert belegen die <b>SVP</b>, die <b>SP</b> und die <b>FDP</b> die ersten drei Plätze. Sie holen 28,8 Prozent (-3,6 Prozentpunkte), 15,7 Prozent (-4,1 Prozentpunkte) respektive 14,7 Prozent (+0,1 Prozentpunkte) der Stimmen.<br><br>In der Gemeinde Port wohnt auch eine Nationalrätin: <b>Léa Dubochet (<b>SP</b>)</b>.","SVP"
746,"Safnern BE","Nach wie vor ist die <b>SVP</b> in Safnern unangefochten die grösste Partei, mit einem Wähleranteil von 37,7 Prozent (-5,1 Prozentpunkte). Der Vorsprung auf die zweitstärkste Partei, die <b>SP</b>, ist beträchtlich - nämlich 22,6 Prozentpunkte. Die <b>SP</b> erreicht einen Wähleranteil von 15,1 Prozent (-4,5 Prozentpunkte). <br><br>Mit einem Wähleranteil von 9,8 Prozent belegt die BDP den dritten Platz (Veränderung gegenüber 2019: -2,4 Prozentpunkte).","SVP"
747,"Scheuren BE","In Scheuren bleibt die <b>SVP</b> unangefochten die stärkste Partei. Sie vereinigt bei den Nationalratswahlen 44,1 Prozent der Stimmen (+2,8 Prozentpunkte) auf sich, 31,9 Prozentpunkte mehr als die zweitplatzierte BDP (12,3 Prozent, -8,2 Prozentpunkte).<br><br>Mit einem Wähleranteil von 11,7 Prozent belegt die <b>SP</b> den dritten Platz (Veränderung gegenüber 2019: -3,7 Prozentpunkte).","SVP"
748,"Schwadernau BE","In Schwadernau ist die <b>SVP</b> weiterhin mit deutlichem Abstand die grösste Partei. Sie holt 42,6 Prozent der Stimmen, 31 Prozentpunkte mehr als die nächstgrössere Partei.<br><br>Den dritten Platz belegt die <b>SP</b>. Die Partei erzielt einen Wähleranteil von 9,9 Prozent (Veränderung gegenüber 2019: -3,2 Prozentpunkte).","SVP"
749,"Studen BE","Mit deutlichem Abstand bleibt die <b>SVP</b> die grösste Partei in Studen BE. Ihre Parteistärke beträgt 37,5 Prozent (-3,6 Prozentpunkte). Der Vorsprung auf die nächstgrössere Partei, die BDP, ist gross: 24,4 Prozentpunkte. Die BDP holt 13,2 Prozent (-2,6 Prozentpunkte).<br><br>Die <b>SP</b> sichert sich den dritten Platz, mit einem Wähleranteil von zwölf Prozent (Veränderung gegenüber 2019: -3,3 Prozentpunkte).","SVP"
750,"Sutz-Lattrigen BE","In Sutz-Lattrigen behält die <b>SVP</b> ihren Status als stärkste politische Kraft. Die Partei sichert sich einen Wähleranteil von 26,2 Prozent (-4,3 Prozentpunkte).<br><br>Zweitstärkste Partei ist die <b>SP</b> mit 15,9 Prozent (-0,9 Prozentpunkte gegenüber 2019).<br><br>Deutlich zulegen können die <b>Grünen</b>. Die Partei ist die drittstärkste Kraft in der Gemeinde und kommt neu auf einen Wähleranteil von 15 Prozent, was einer Zunahme von +5,7 Prozentpunkten gegenüber der letzten Wahl entspricht.","SVP"
751,"Täuffelen BE","Die <b>SVP</b> behauptet ihre Position als vorherrschende Partei in Täuffelen. Die Partei verzeichnet einen Wähleranteil von 28,9 Prozent (-6,3 Prozentpunkte).<br><br>Zweitstärkste Partei ist die <b>FDP</b> mit 16,2 Prozent (+4,4 Prozentpunkte gegenüber 2019).<br><br>Mit einem Wähleranteil von 15 Prozent belegt die <b>SP</b> den dritten Platz (Veränderung gegenüber 2019: -3,5 Prozentpunkte).","SVP"
754,"Walperswil BE","Nach wie vor ist die <b>SVP</b> in Walperswil unangefochten die grösste Partei, mit einem Wähleranteil von 45,1 Prozent (-5,7 Prozentpunkte). Der Vorsprung auf die zweitstärkste Partei, die BDP, ist beträchtlich - nämlich 25,7 Prozentpunkte. Die BDP erreicht einen Wähleranteil von 19,4 Prozent (+1,3 Prozentpunkte). <br><br>Den dritten Platz in Walperswil teilen sich zwei Parteien: Die <b>SP</b> und die <b>Grünen</b> sind genau gleich stark. Mit je 8,7 Prozent kommen beide Parteien auf den gleichen Wähleranteil.","SVP"
755,"Worben BE","Nach wie vor ist die <b>SVP</b> in Worben unangefochten die grösste Partei, mit einem Wähleranteil von 37,1 Prozent (+0,2 Prozentpunkte). Der Vorsprung auf die zweitstärkste Partei, die BDP, ist beträchtlich - nämlich 21,7 Prozentpunkte. Die BDP erreicht einen Wähleranteil von 15,4 Prozent (-2,8 Prozentpunkte). <br><br>Den dritten Platz belegt die <b>SP</b>. Die Partei erzielt einen Wähleranteil von 15 Prozent (Veränderung gegenüber 2019: -3,3 Prozentpunkte).","SVP"
756,"Twann-Tüscherz BE","Keine Änderung an der Spitze in Twann-Tüscherz: Die <b>SVP</b> holt wie vor vier Jahren die meisten Stimmen (23,4 Prozent, -6,5 Prozentpunkte).<br><br>Mit einem Wählerstimmenanteil von 17,5 Prozent (-1,8 Prozentpunkte) ist die <b>SP</b> die zweitstärkste Kraft in der Gemeinde.<br><br>Deutlich zulegen können die <b>Grünen</b>. Die Partei ist die drittstärkste Kraft in der Gemeinde und kommt neu auf einen Wähleranteil von 16,6 Prozent, was einer Zunahme von +6 Prozentpunkten gegenüber der letzten Wahl entspricht.","SVP"
761,"Därstetten BE","Kein Weg führt in Därstetten an der <b>SVP</b> vorbei. Die Partei holt mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit.<br><br>Den zweiten Platz in Därstetten teilen sich zwei Parteien: Die <b>SP</b> und die BDP sind genau gleich stark. Mit je 5,2 Prozent kommen beide Parteien auf den gleichen Wähleranteil.<br><br>","SVP"
762,"Diemtigen BE","Die Reihenfolge der Parteien in Diemtigen bleibt im Vergleich zu den Wahlen 2019 gleich: Die <b>SVP</b> bleibt mit 71,5 Prozent die stärkste Kraft, gefolgt von der BDP (5,1 Prozent, -2,8 Prozentpunkte) und der <b>SP</b> (4,8 Prozent, -0,5 Prozentpunkte).<br><br>","SVP"
763,"Erlenbach im Simmental BE","Erlenbach im Simmental ist unbestrittenes Territorium der <b>SVP</b>. Die Partei holt die absolute Mehrheit der Stimmen.<br><br>Am zweitmeisten Stimmen, nämlich 8,2 Prozent, gehen in Erlenbach im Simmental an Listen oder Parteien aus der Kategorie ""Übrige"".<br><br>Der dritte Platz geht an die <b>Grünen</b>. Die Partei erreicht 7,8 Prozent der Stimmen (Veränderung von +2,9 Prozentpunkten gegenüber 2019).","SVP"
766,"Oberwil im Simmental BE","Die Reihenfolge der Parteien in Oberwil im Simmental bleibt im Vergleich zu den Wahlen 2019 gleich: Die <b>SVP</b> bleibt mit 62,3 Prozent die stärkste Kraft, gefolgt von der <b>EDU</b> (13,4 Prozent, -3 Prozentpunkte) und der <b>SP</b> (6,1 Prozent, +0,2 Prozentpunkte).<br><br>","SVP"
767,"Reutigen BE","In Reutigen bleibt die <b>SVP</b> unangefochten die stärkste Partei. Sie vereinigt bei den Nationalratswahlen 49,4 Prozent der Stimmen (-3,1 Prozentpunkte) auf sich, 36,9 Prozentpunkte mehr als die zweitplatzierte BDP (12,4 Prozent, -2,6 Prozentpunkte).<br><br>Den dritten Platz belegt die <b>SP</b>. Die Partei erzielt einen Wähleranteil von 6,9 Prozent (Veränderung gegenüber 2019: +0,9 Prozentpunkte).","SVP"
768,"Spiez BE","Die <b>SVP</b> kann ihre Position als dominierende politische Kraft in Spiez beibehalten, mit einem Wähleranteil von 27,9 Prozent (-3,4 Prozentpunkte).<br><br>Auf dem zweiten Platz in der Gemeinde liegt die <b>SP</b>. Die Partei erreicht einen Wählerstimmenanteil von 13,9 Prozent (-4,5 Prozentpunkte).<br><br>Die <b>GLP</b> verzeichnet einen deutlichen Zuwachs. Die Partei belegt nun den dritten Platz in der Gemeinde und erreicht neu einen Wähleranteil von 11,7 Prozent. Das sind +5,1 Prozentpunkte mehr als im Vergleich zu den letzten Wahlen.","SVP"
769,"Wimmis BE","Mit deutlichem Abstand bleibt die <b>SVP</b> die grösste Partei in Wimmis. Ihre Parteistärke beträgt 47,4 Prozent (-1,6 Prozentpunkte). Der Vorsprung auf die nächstgrössere Partei, die BDP, ist gross: 38,7 Prozentpunkte. Die BDP holt 8,7 Prozent (-4,6 Prozentpunkte).<br><br>Auf dem dritten Platz landet die <b>SP</b> mit 8,6 Prozent der Stimmen. Das bedeutet eine Veränderung von -1,1 Prozentpunkten gegenüber 2019. ","SVP"
770,"Stocken-Höfen BE","Kein Weg führt in Stocken-Höfen an der <b>SVP</b> vorbei. Die Partei holt mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit.<br><br>Die <b>GLP</b> belegt in der Gemeinde den zweiten Platz mit einem Wählerstimmenanteil von 7,7 Prozent (+4,2 Prozentpunkte).<br><br>Die <b>SP</b> sichert sich den dritten Platz, mit einem Wähleranteil von 6,8 Prozent (Veränderung gegenüber 2019: -0,2 Prozentpunkte).","SVP"
782,"Guttannen BE","Guttannen ist unbestrittenes Territorium der <b>SVP</b>. Die Partei holt die absolute Mehrheit der Stimmen.<br><br>Die BDP ist die zweitstärkste Kraft in der Gemeinde. Die Partei kommt auf 11,9 Prozent (-0,3 Prozentpunkte).<br><br>Den dritten Platz belegt die <b>SP</b>. Die Partei erzielt einen Wähleranteil von 8,9 Prozent (Veränderung gegenüber 2019: +0,7 Prozentpunkte).","SVP"
783,"Hasliberg BE","Kein Weg führt in Hasliberg an der <b>SVP</b> vorbei. Die Partei holt mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit.<br><br>In der Gemeinde landet die <b>SP</b> auf dem zweiten Platz. Die Partei erreicht einen Wählerstimmenanteil von 11,4 Prozent (-2 Prozentpunkte). <br><br>Der dritte Platz geht an die <b>Grünen</b>. Die Partei erreicht elf Prozent der Stimmen (Veränderung von +2,4 Prozentpunkten gegenüber 2019).","SVP"
784,"Innertkirchen BE","Kein Weg führt in Innertkirchen an der <b>SVP</b> vorbei. Die Partei holt mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit.<br><br>Zweitstärkste Partei ist die BDP mit 8,1 Prozent (-3,1 Prozentpunkte gegenüber 2019).<br><br>Der dritte Platz geht an die <b>FDP</b>. Die Partei erreicht 7,9 Prozent der Stimmen (Veränderung von +4,6 Prozentpunkten gegenüber 2019).","SVP"
785,"Meiringen BE","Mit deutlichem Abstand bleibt die <b>SVP</b> die grösste Partei in Meiringen. Ihre Parteistärke beträgt 42,6 Prozent (-1,7 Prozentpunkte). Der Vorsprung auf die nächstgrössere Partei, die <b>SP</b>, ist gross: 26,8 Prozentpunkte. Die <b>SP</b> holt 15,7 Prozent (-1 Prozentpunkte).<br><br>Den dritten Platz belegen die <b>Grünen</b>. Die Partei erzielt einen Wähleranteil von 9,4 Prozent (Veränderung gegenüber 2019: -1,1 Prozentpunkte).","SVP"
786,"Schattenhalb BE","Die <b>SVP</b> ist in Schattenhalb unangefochtene Leaderin. Mit einer Stimmenmehrheit von über 50 Prozent erreicht die Partei die absolute Mehrheit in der Gemeinde.<br><br>Zweitstärkste Partei ist die <b>GLP</b> mit 7,2 Prozent (+3,8 Prozentpunkte gegenüber 2019).<br><br>Die BDP muss sich mit dem dritten Platz begnügen. Die Partei erreicht nur noch 6,9 Prozent der Stimmen und damit -11 Prozentpunkte weniger als vor vier Jahren.","SVP"
791,"Boltigen BE","Kein Weg führt in Boltigen an der <b>SVP</b> vorbei. Die Partei holt mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit.<br><br>Zweitstärkste Partei ist die <b>FDP</b> mit 5,6 Prozent (+2,6 Prozentpunkte gegenüber 2019).<br><br>Die <b>SP</b> sichert sich den dritten Platz, mit einem Wähleranteil von fünf Prozent (Veränderung gegenüber 2019: -0,6 Prozentpunkte).","SVP"
792,"Lenk BE","Lenk ist unbestrittenes Territorium der <b>SVP</b>. Die Partei holt die absolute Mehrheit der Stimmen.<br><br>Zweitstärkste Partei ist die <b>FDP</b> mit 8,7 Prozent (-0,9 Prozentpunkte gegenüber 2019).<br><br>Die BDP sichert sich den dritten Platz, mit einem Wähleranteil von 7,4 Prozent (Veränderung gegenüber 2019: -2,8 Prozentpunkte).","SVP"
793,"St. Stephan BE","Kein Weg führt in St. Stephan an der <b>SVP</b> vorbei. Die Partei holt mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit.<br><br>Zweitstärkste Partei ist die <b>EDU</b> mit 10,9 Prozent (+2 Prozentpunkte gegenüber 2019).<br><br>Den dritten Platz in St. Stephan teilen sich zwei Parteien: Die <b>FDP</b> und die BDP sind genau gleich stark. Mit je 4,4 Prozent kommen beide Parteien auf den gleichen Wähleranteil.","SVP"
794,"Zweisimmen BE","Die <b>SVP</b> ist in Zweisimmen unangefochtene Leaderin. Mit einer Stimmenmehrheit von über 50 Prozent erreicht die Partei die absolute Mehrheit in der Gemeinde.<br><br>Mit einem Wählerstimmenanteil von 9,5 Prozent (+0,8 Prozentpunkte) ist die <b>SP</b> die zweitstärkste Kraft in der Gemeinde.<br><br>Die <b>GLP</b> sichert sich den dritten Platz, mit einem Wähleranteil von 9,4 Prozent (Veränderung gegenüber 2019: +1,8 Prozentpunkte).","SVP"
841,"Gsteig BE","Die <b>SVP</b> ist in Gsteig unangefochtene Leaderin. Mit einer Stimmenmehrheit von über 50 Prozent erreicht die Partei die absolute Mehrheit in der Gemeinde.<br><br>Zweitstärkste Partei ist die <b>GLP</b>. Die Partei verbessert sich gegenüber den Wahlen 2019 um +5,1 Prozentpunkte deutlich und weist neu einen Wähleranteil von 10,4 Prozent auf.<br><br>Auf dem dritten Platz landet die <b>FDP</b> mit sieben Prozent der Stimmen. Das bedeutet eine Veränderung von +1,2 Prozentpunkten gegenüber 2019. ","SVP"
842,"Lauenen BE","Lauenen ist unbestrittenes Territorium der <b>SVP</b>. Die Partei holt die absolute Mehrheit der Stimmen.<br><br>In der Gemeinde landet die <b>EDU</b> auf dem zweiten Platz. Die Partei erreicht einen Wählerstimmenanteil von 6,6 Prozent (+1,4 Prozentpunkte). <br><br>Auf dem dritten Platz landet die <b>FDP</b> mit 5,5 Prozent der Stimmen. Das bedeutet eine Veränderung von -0,7 Prozentpunkten gegenüber 2019. ","SVP"
843,"Saanen BE","Kein Weg führt in Saanen an der <b>SVP</b> vorbei. Die Partei holt mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit.<br><br>Die <b>FDP</b> belegt in der Gemeinde den zweiten Platz mit einem Wählerstimmenanteil von 12,5 Prozent (-1,9 Prozentpunkte).<br><br>Auf dem dritten Platz landet die <b>GLP</b> mit 9,9 Prozent der Stimmen. Das bedeutet eine Veränderung von +4,7 Prozentpunkten gegenüber 2019. ","SVP"
852,"Guggisberg BE","Kein Weg führt in Guggisberg an der <b>SVP</b> vorbei. Die Partei holt mehr als die Hälfte der Stimmen und damit eine absolute Mehrheit.<br><br>Auf dem zweiten Platz in der Gemeinde liegt die <b>Grünen</b>. Die Partei erreicht einen Wählerstimmenanteil von 8,1 Prozent (+1,9 Prozentpunkte).<br><br>Mit einem Wähleranteil von 7,7 Prozent belegt die BDP den dritten Platz (Veränderung gegenüber 2019: +0 Prozentpunkte).","SVP"
853,"Rüschegg BE","In Rüschegg ist die <b>SVP</b> weiterhin mit deutlichem Abstand die grösste Partei. Sie holt 47,5 Prozent der Stimmen, 33,6 Prozentpunkte mehr als die nächstgrössere Partei.<br><br>Mit einem Wähleranteil von 9,4 Prozent belegt die <b>SP</b> den dritten Platz (Veränderung gegenüber 2019: -3,5 Prozentpunkte).","SVP"
855,"Schwarzenburg BE","In Schwarzenburg bleibt die <b>SVP</b> unangefochten die stärkste Partei. Sie vereinigt bei den Nationalratswahlen 38,6 Prozent der Stimmen (-0,6 Prozentpunkte) auf sich, 22,7 Prozentpunkte mehr als die zweitplatzierte <b>SP</b> (15,9 Prozent, -4,6 Prozentpunkte).<br><br>Auf dem dritten Platz landen die <b>Grünen</b> mit 11,4 Prozent der Stimmen. Das bedeutet eine Veränderung von +4,4 Prozentpunkten gegenüber 2019. ","SVP"
861,"Belp BE","Die <b>SVP</b> kann ihre Position als dominierende politische Kraft in Belp beibehalten, mit einem Wähleranteil von 32,8 Prozent (-1,3 Prozentpunkte).<br><br>Zweitstärkste Partei ist die <b>SP</b> mit 16,4 Prozent (-1,4 Prozentpunkte gegenüber 2019).<br><br>Mit einem Wähleranteil von 9,6 Prozent belegt die <b>GLP</b> den dritten Platz (Veränderung gegenüber 2019: +3,5 Prozentpunkte).","SVP"
863,"Burgistein BE","Die Reihenfolge der Parteien in Burgistein bleibt im Vergleich zu den Wahlen 2019 gleich: Die <b>SVP</b> bleibt mit 50,4 Prozent die stärkste Kraft, gefolgt von der <b>SP</b> (13,4 Prozent, -2,4 Prozentpunkte) und der BDP (8,5 Prozent, -3,6 Prozentpunkte).<br><br>","SVP"
866,"Gerzensee BE","In Gerzensee ist die <b>SVP</b> weiterhin mit deutlichem Abstand die grösste Partei. Sie holt 41,1 Prozent der Stimmen, 29,7 Prozentpunkte mehr als die nächstgrössere Partei.<br><br>Mit einem Wähleranteil von 11,1 Prozent belegt die <b>SP</b> den dritten Platz (Veränderung gegenüber 2019: -1,4 Prozentpunkte).","SVP"
867,"Gurzelen BE","Nach wie vor ist die <b>SVP</b> in Gurzelen unangefochten die grösste Partei, mit einem Wähleranteil von 49,8 Prozent (+0,9 Prozentpunkte). Der Vorsprung auf die zweitstärkste Partei, die <b>Grünen</b>, ist beträchtlich - nämlich 38,4 Prozentpunkte. Die <b>Grünen</b> erreichen einen Wähleranteil von 11,4 Prozent (+6,8 Prozentpunkte). <br><br>Mit einem Wähleranteil von 7,9 Prozent belegt die BDP den dritten Platz (Veränderung gegenüber 2019: -1,8 Prozentpunkte).","SVP"
868,"Jaberg BE","Die <b>SVP</b> festigt in Jaberg ihre dominierende Rolle. Im Vergleich zu den Wahlen 2019 kann die Partei ihren Wähleranteil um +26,6 Prozentpunkte steigern und erreicht nun 26,6 Prozent.<br><br>Zweitstärkste Partei ist die <b>SP</b>. Die Partei verbessert sich gegenüber den Wahlen 2019 um +15,7 Prozentpunkte deutlich und weist neu einen Wähleranteil von 15,7 Prozent auf.<br><br>Deutlich zulegen kann die <b>GLP</b>. Die Partei ist die drittstärkste Kraft in der Gemeinde und kommt neu auf einen Wähleranteil von 14,2 Prozent, was einer Zunahme von +14,2 Prozentpunkten gegenüber der letzten Wahl entspricht.","SVP"
869,"Kaufdorf BE","In Kaufdorf behält die <b>SVP</b> ihren Status als stärkste politische Kraft. Die Partei sichert sich einen Wähleranteil von 26,7 Prozent (-1,9 Prozentpunkte).<br><br>Die <b>SP</b> verliert mit einem Minus von -5,2 Prozentpunkten gegenüber den Wahlen 2019 sehr viele Wählerstimmen. Trotzdem liegt die Partei mit einem Wähleranteil von 17,3 Prozent noch auf dem zweiten Platz.<br><br>Den dritten Platz belegen die <b>Grünen</b>. Die Partei erzielt einen Wähleranteil von 15,1 Prozent (Veränderung gegenüber 2019: +4,8 Prozentpunkte).","SVP"
870,"Kehrsatz BE","Die Spitzenplätze in Kehrsatz bleiben gleich: Unverändert belegen die <b>SVP</b>, die <b>SP</b> und die <b>FDP</b> die ersten drei Plätze. Sie holen 24,1 Prozent (-3 Prozentpunkte), 15,6 Prozent (-3,6 Prozentpunkte) respektive 13,2 Prozent (+0,3 Prozentpunkte) der Stimmen.<br><br>","SVP"
872,"Kirchdorf BE","In Kirchdorf BE bleibt die <b>SVP</b> unangefochten die stärkste Partei. Sie vereinigt bei den Nationalratswahlen 45,5 Prozent der Stimmen (-0,6 Prozentpunkte) auf sich, 33,9 Prozentpunkte mehr als die zweitplatzierte BDP (11,6 Prozent, -2,1 Prozentpunkte).<br><br>Den dritten Platz in Kirchdorf BE teilen sich zwei Parteien: Die <b>GLP</b> und die <b>Grünen</b> sind genau gleich stark. Mit je 8,4 Prozent kommen beide Parteien auf den gleichen Wähleranteil.","SVP"
873,NA,"NA<br><br>NA<br><br>","SVP"
874,NA,"NA<br><br>Den dritten Platz belegen die <b>Grünen</b>. Die Partei erzielt einen Wähleranteil von elf Prozent (Veränderung gegenüber 2019: +1,3 Prozentpunkte).","SVP"
876,NA,"NA<br><br>In der Gemeinde landen die <b>Grünen</b> auf dem zweiten Platz. Die Partei erreicht einen Wählerstimmenanteil von 16,4 Prozent (+3,9 Prozentpunkte). <br><br>Die <b>SP</b> landet mit 14,5 Prozent auf dem dritten Platz (Veränderung gegenüber 2019: -3,5 Prozentpunkte).","SVP"
879,"Riggisberg BE","Alles bleibt beim Alten in Riggisberg: Die drei stärksten Parteien verteidigen ihre Spitzenplätze in unveränderter Reihenfolge: Die <b>SVP</b> geht mit 51,3 Prozent (-3,9 Prozentpunkte) wieder als stärkste Kraft aus den Nationalratswahlen. Zweitstärkste Partei ist die BDP (9,1 Prozent, -2 Prozentpunkte), drittstärkste die <b>SP</b> (8,3 Prozent, -0,7 Prozentpunkte).<br><br>","SVP"
880,"Rüeggisberg BE","Rüeggisberg ist unbestrittenes Territorium der <b>SVP</b>. Die Partei holt die absolute Mehrheit der Stimmen.<br><br>In der Gemeinde landet die BDP auf dem zweiten Platz. Die Partei erreicht einen Wählerstimmenanteil von 8,7 Prozent (-2,4 Prozentpunkte). <br><br>Der dritte Platz geht an die <b>SP</b>. Die Partei erreicht 7,6 Prozent der Stimmen (Veränderung von -3,7 Prozentpunkten gegenüber 2019).","SVP"
