"ID","Gemeinde_it","Tabelle_it","Staerkste_Partei"
1502,"Buochs NW","tab_h_it$tr£$td£Centro$/td£tab_r174tab_r2#f39f5etab_r3$td£$b£49.5%$/b£$/td£§+13.0$/td£$/tr£$tr£$td£UDC$/td£tab_r159tab_r2#547d34tab_r3$td£$b£39.4%$/b£$/td£§-24.1$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.1%$/b£$/td£§+11.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£2'056$/b£$br£Tasso di partecipazione: $b£54.2%$/b£ (+5.3%)","Mitte"
1503,"Dallenwil NW","tab_h_it$tr£$td£UDC$/td£tab_r172tab_r2#547d34tab_r3$td£$b£47.8%$/b£$/td£§-23.1$/td£$/tr£$tr£$td£Centro$/td£tab_r166tab_r2#f39f5etab_r3$td£$b£44.1%$/b£$/td£§+15.0$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£8.2%$/b£$/td£§+8.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£846$/b£$br£Tasso di partecipazione: $b£57.4%$/b£ (+5.4%)","SVP"
1504,"Emmetten NW","tab_h_it$tr£$td£UDC$/td£tab_r178tab_r2#547d34tab_r3$td£$b£52.1%$/b£$/td£§-15.7$/td£$/tr£$tr£$td£Centro$/td£tab_r146tab_r2#f39f5etab_r3$td£$b£30.7%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£PLR$/td£tab_r126tab_r2#6268AFtab_r3$td£$b£17.1%$/b£$/td£§+17.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£560$/b£$br£Tasso di partecipazione: $b£49.1%$/b£ (+6.2%)","SVP"
1505,"Ennetbürgen NW","tab_h_it$tr£$td£Centro$/td£tab_r165tab_r2#f39f5etab_r3$td£$b£43.0%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£UDC$/td£tab_r161tab_r2#547d34tab_r3$td£$b£40.4%$/b£$/td£§-17.9$/td£$/tr£$tr£$td£PLR$/td£tab_r125tab_r2#6268AFtab_r3$td£$b£16.6%$/b£$/td£§+16.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£2'093$/b£$br£Tasso di partecipazione: $b£57.0%$/b£ (+4.5%)","Mitte"
1506,"Ennetmoos NW","tab_h_it$tr£$td£Centro$/td£tab_r183tab_r2#f39f5etab_r3$td£$b£55.5%$/b£$/td£§+23.8$/td£$/tr£$tr£$td£UDC$/td£tab_r156tab_r2#547d34tab_r3$td£$b£37.5%$/b£$/td£§-30.7$/td£$/tr£$tr£$td£PLR$/td£tab_r110tab_r2#6268AFtab_r3$td£$b£7.0%$/b£$/td£§+7.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£947$/b£$br£Tasso di partecipazione: $b£56.7%$/b£ (+10.3%)","Mitte"
1507,"Hergiswil NW","tab_h_it$tr£$td£UDC$/td£tab_r170tab_r2#547d34tab_r3$td£$b£46.5%$/b£$/td£§-26.7$/td£$/tr£$tr£$td£Centro$/td£tab_r152tab_r2#f39f5etab_r3$td£$b£34.9%$/b£$/td£§+8.1$/td£$/tr£$tr£$td£PLR$/td£tab_r128tab_r2#6268AFtab_r3$td£$b£18.7%$/b£$/td£§+18.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£2'208$/b£$br£Tasso di partecipazione: $b£54.4%$/b£ (+4.2%)","SVP"
1508,"Oberdorf NW","tab_h_it$tr£$td£Centro$/td£tab_r172tab_r2#f39f5etab_r3$td£$b£48.1%$/b£$/td£§+18.3$/td£$/tr£$tr£$td£UDC$/td£tab_r162tab_r2#547d34tab_r3$td£$b£41.2%$/b£$/td£§-29.0$/td£$/tr£$tr£$td£PLR$/td£tab_r116tab_r2#6268AFtab_r3$td£$b£10.7%$/b£$/td£§+10.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'418$/b£$br£Tasso di partecipazione: $b£62.1%$/b£ (+8.5%)","Mitte"
1509,"Stans NW","tab_h_it$tr£$td£Centro$/td£tab_r180tab_r2#f39f5etab_r3$td£$b£53.5%$/b£$/td£§+8.3$/td£$/tr£$tr£$td£UDC$/td£tab_r144tab_r2#547d34tab_r3$td£$b£29.4%$/b£$/td£§-25.4$/td£$/tr£$tr£$td£PLR$/td£tab_r126tab_r2#6268AFtab_r3$td£$b£17.1%$/b£$/td£§+17.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£3'341$/b£$br£Tasso di partecipazione: $b£57.5%$/b£ (+5.1%)","Mitte"
1510,"Stansstad NW","tab_h_it$tr£$td£UDC$/td£tab_r165tab_r2#547d34tab_r3$td£$b£43.1%$/b£$/td£§-19.1$/td£$/tr£$tr£$td£Centro$/td£tab_r156tab_r2#f39f5etab_r3$td£$b£37.4%$/b£$/td£§-0.4$/td£$/tr£$tr£$td£PLR$/td£tab_r129tab_r2#6268AFtab_r3$td£$b£19.5%$/b£$/td£§+19.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'850$/b£$br£Tasso di partecipazione: $b£55.1%$/b£ (+8.0%)","SVP"
1511,"Wolfenschiessen NW","tab_h_it$tr£$td£Centro$/td£tab_r183tab_r2#f39f5etab_r3$td£$b£55.1%$/b£$/td£§+25.8$/td£$/tr£$tr£$td£UDC$/td£tab_r156tab_r2#547d34tab_r3$td£$b£37.6%$/b£$/td£§-33.0$/td£$/tr£$tr£$td£PLR$/td£tab_r111tab_r2#6268AFtab_r3$td£$b£7.3%$/b£$/td£§+7.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£880$/b£$br£Tasso di partecipazione: $b£56.0%$/b£ (+3.4%)","Mitte"
1630,"Glarus Nord GL","tab_h_it$tr£$td£UDC$/td£tab_r164tab_r2#547d34tab_r3$td£$b£42.9%$/b£$/td£§+42.9$/td£$/tr£$tr£$td£Centro$/td£tab_r143tab_r2#f39f5etab_r3$td£$b£28.5%$/b£$/td£§-36.1$/td£$/tr£$tr£$td£PS$/td£tab_r139tab_r2#ea546ftab_r3$td£$b£25.7%$/b£$/td£§-2.0$/td£$/tr£$/table£","SVP"
1631,"Glarus Süd GL","tab_h_it$tr£$td£UDC$/td£tab_r172tab_r2#547d34tab_r3$td£$b£47.7%$/b£$/td£§+47.7$/td£$/tr£$tr£$td£Centro$/td£tab_r142tab_r2#f39f5etab_r3$td£$b£28.0%$/b£$/td£§-34.5$/td£$/tr£$tr£$td£PS$/td£tab_r132tab_r2#ea546ftab_r3$td£$b£21.5%$/b£$/td£§-5.8$/td£$/tr£$/table£","SVP"
1632,"Glarona GL","tab_h_it$tr£$td£Centro$/td£tab_r157tab_r2#f39f5etab_r3$td£$b£38.0%$/b£$/td£§-23.7$/td£$/tr£$tr£$td£UDC$/td£tab_r156tab_r2#547d34tab_r3$td£$b£37.5%$/b£$/td£§+37.5$/td£$/tr£$tr£$td£PS$/td£tab_r133tab_r2#ea546ftab_r3$td£$b£22.0%$/b£$/td£§-7.8$/td£$/tr£$/table£","Mitte"
1701,"Baar ZG","tab_h_it$tr£$td£UDC$/td£tab_r147tab_r2#547d34tab_r3$td£$b£31.5%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£Centro$/td£tab_r136tab_r2#f39f5etab_r3$td£$b£24.0%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r125tab_r2#26b300tab_r3$td£$b£17.0%$/b£$/td£§-2.7$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£11.8%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PVL$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£6.3%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£PS$/td£tab_r19tab_r2#ea546ftab_r3$td£$b£5.8%$/b£$/td£§-4.3$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.1%$/b£$/td£§+3.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£7'303$/b£$br£Tasso di partecipazione: $b£51.4%$/b£ (+1.1%)","SVP"
1702,"Cham ZG","tab_h_it$tr£$td£UDC$/td£tab_r142tab_r2#547d34tab_r3$td£$b£28.2%$/b£$/td£§+2.4$/td£$/tr£$tr£$td£Centro$/td£tab_r135tab_r2#f39f5etab_r3$td£$b£23.4%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r127tab_r2#26b300tab_r3$td£$b£17.7%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£PLR$/td£tab_r122tab_r2#6268AFtab_r3$td£$b£14.5%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.7%$/b£$/td£§+0.7$/td£$/tr£$tr£$td£PS$/td£tab_r19tab_r2#ea546ftab_r3$td£$b£5.7%$/b£$/td£§-4.6$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.2%$/b£$/td£§+3.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£5'303$/b£$br£Tasso di partecipazione: $b£50.6%$/b£ (+2.1%)","SVP"
1703,"Hünenberg ZG","tab_h_it$tr£$td£UDC$/td£tab_r143tab_r2#547d34tab_r3$td£$b£28.5%$/b£$/td£§+3.9$/td£$/tr£$tr£$td£Centro$/td£tab_r140tab_r2#f39f5etab_r3$td£$b£26.8%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r124tab_r2#26b300tab_r3$td£$b£15.8%$/b£$/td£§-3.4$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.6%$/b£$/td£§-3.3$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.6%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£PS$/td£tab_r16tab_r2#ea546ftab_r3$td£$b£4.1%$/b£$/td£§-3.3$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.2%$/b£$/td£§+3.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£3'419$/b£$br£Tasso di partecipazione: $b£57.7%$/b£ (+1.6%)","SVP"
1704,"Menzingen ZG","tab_h_it$tr£$td£UDC$/td£tab_r157tab_r2#547d34tab_r3$td£$b£38.0%$/b£$/td£§+5.1$/td£$/tr£$tr£$td£Centro$/td£tab_r143tab_r2#f39f5etab_r3$td£$b£28.4%$/b£$/td£§-3.4$/td£$/tr£$tr£$td£Verdi$/td£tab_r120tab_r2#26b300tab_r3$td£$b£13.3%$/b£$/td£§-3.0$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£8.3%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£altro$/td£tab_r17tab_r2#bebebetab_r3$td£$b£4.7%$/b£$/td£§+4.7$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.3%$/b£$/td£§+0.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'772$/b£$br£Tasso di partecipazione: $b£56.9%$/b£ (+1.2%)","SVP"
1705,"Neuheim ZG","tab_h_it$tr£$td£UDC$/td£tab_r156tab_r2#547d34tab_r3$td£$b£37.0%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£Centro$/td£tab_r139tab_r2#f39f5etab_r3$td£$b£26.3%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.5%$/b£$/td£§-0.9$/td£$/tr£$tr£$td£Verdi$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.0%$/b£$/td£§-3.9$/td£$/tr£$tr£$td£PVL$/td£tab_r18tab_r2#cbd401tab_r3$td£$b£5.3%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£altro$/td£tab_r17tab_r2#bebebetab_r3$td£$b£4.9%$/b£$/td£§+4.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£833$/b£$br£Tasso di partecipazione: $b£57.8%$/b£ (+3.3%)","SVP"
1706,"Oberägeri ZG","tab_h_it$tr£$td£UDC$/td£tab_r156tab_r2#547d34tab_r3$td£$b£37.1%$/b£$/td£§+7.1$/td£$/tr£$tr£$td£Centro$/td£tab_r147tab_r2#f39f5etab_r3$td£$b£31.5%$/b£$/td£§-7.4$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.7%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r114tab_r2#26b300tab_r3$td£$b£9.6%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.4%$/b£$/td£§+0.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£2'226$/b£$br£Tasso di partecipazione: $b£59.2%$/b£ (+1.7%)","SVP"
1707,"Risch ZG","tab_h_it$tr£$td£UDC$/td£tab_r150tab_r2#547d34tab_r3$td£$b£33.6%$/b£$/td£§+2.5$/td£$/tr£$tr£$td£Centro$/td£tab_r138tab_r2#f39f5etab_r3$td£$b£25.6%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.3%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£12.2%$/b£$/td£§-0.9$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.7%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£PS$/td£tab_r16tab_r2#ea546ftab_r3$td£$b£3.8%$/b£$/td£§-3.6$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.3%$/b£$/td£§+3.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£3'225$/b£$br£Tasso di partecipazione: $b£48.5%$/b£ (+3.6%)","SVP"
1708,"Steinhausen ZG","tab_h_it$tr£$td£Centro$/td£tab_r140tab_r2#f39f5etab_r3$td£$b£27.0%$/b£$/td£§+4.0$/td£$/tr£$tr£$td£UDC$/td£tab_r139tab_r2#547d34tab_r3$td£$b£25.7%$/b£$/td£§+1.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r129tab_r2#26b300tab_r3$td£$b£19.5%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£12.2%$/b£$/td£§-3.4$/td£$/tr£$tr£$td£PVL$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£5.8%$/b£$/td£§+0.1$/td£$/tr£$tr£$td£altro$/td£tab_r17tab_r2#bebebetab_r3$td£$b£4.9%$/b£$/td£§+4.9$/td£$/tr£$tr£$td£PS$/td£tab_r16tab_r2#ea546ftab_r3$td£$b£4.1%$/b£$/td£§-4.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£3'006$/b£$br£Tasso di partecipazione: $b£50.5%$/b£ (+0.9%)","Mitte"
1709,"Unterägeri ZG","tab_h_it$tr£$td£UDC$/td£tab_r155tab_r2#547d34tab_r3$td£$b£36.6%$/b£$/td£§+5.0$/td£$/tr£$tr£$td£Centro$/td£tab_r140tab_r2#f39f5etab_r3$td£$b£26.5%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r118tab_r2#26b300tab_r3$td£$b£12.0%$/b£$/td£§-2.7$/td£$/tr£$tr£$td£PLR$/td£tab_r116tab_r2#6268AFtab_r3$td£$b£11.0%$/b£$/td£§-2.3$/td£$/tr£$tr£$td£PS$/td£tab_r18tab_r2#ea546ftab_r3$td£$b£5.4%$/b£$/td£§-2.1$/td£$/tr£$tr£$td£PVL$/td£tab_r18tab_r2#cbd401tab_r3$td£$b£5.1%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£altro$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.2%$/b£$/td£§+3.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£3'171$/b£$br£Tasso di partecipazione: $b£54.6%$/b£ (+0.9%)","SVP"
1710,"Walchwil ZG","tab_h_it$tr£$td£Centro$/td£tab_r154tab_r2#f39f5etab_r3$td£$b£35.7%$/b£$/td£§+10.9$/td£$/tr£$tr£$td£UDC$/td£tab_r150tab_r2#547d34tab_r3$td£$b£33.3%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.3%$/b£$/td£§-3.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r115tab_r2#26b300tab_r3$td£$b£9.9%$/b£$/td£§-0.4$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.5%$/b£$/td£§-1.8$/td£$/tr£$tr£$td£PS$/td£tab_r15tab_r2#ea546ftab_r3$td£$b£3.4%$/b£$/td£§-6.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'329$/b£$br£Tasso di partecipazione: $b£61.9%$/b£ (+1.8%)","Mitte"
1711,"Zugo ZG","tab_h_it$tr£$td£UDC$/td£tab_r137tab_r2#547d34tab_r3$td£$b£25.0%$/b£$/td£§+4.3$/td£$/tr£$tr£$td£Centro$/td£tab_r131tab_r2#f39f5etab_r3$td£$b£20.5%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r129tab_r2#26b300tab_r3$td£$b£19.6%$/b£$/td£§-3.9$/td£$/tr£$tr£$td£PLR$/td£tab_r123tab_r2#6268AFtab_r3$td£$b£15.2%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£PS$/td£tab_r111tab_r2#ea546ftab_r3$td£$b£7.2%$/b£$/td£§-5.5$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.1%$/b£$/td£§+1.4$/td£$/tr£$tr£$td£altro$/td£tab_r17tab_r2#bebebetab_r3$td£$b£4.9%$/b£$/td£§+4.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£9'207$/b£$br£Tasso di partecipazione: $b£53.2%$/b£ (-1.3%)","SVP"
2008,"Châtillon FR","tab_h_it$tr£$td£PS$/td£tab_r142tab_r2#ea546ftab_r3$td£$b£28.2%$/b£$/td£§+7.0$/td£$/tr£$tr£$td£Centro$/td£tab_r135tab_r2#f39f5etab_r3$td£$b£23.5%$/b£$/td£§+7.7$/td£$/tr£$tr£$td£UDC$/td£tab_r131tab_r2#547d34tab_r3$td£$b£20.5%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PLR$/td£tab_r121tab_r2#6268AFtab_r3$td£$b£14.1%$/b£$/td£§-4.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.3%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.6%$/b£$/td£§-1.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£169$/b£$br£Tasso di partecipazione: $b£47.1%$/b£ (-1.4%)","SP"
2011,"Cugy FR","tab_h_it$tr£$td£UDC$/td£tab_r140tab_r2#547d34tab_r3$td£$b£26.5%$/b£$/td£§+5.7$/td£$/tr£$tr£$td£Centro$/td£tab_r132tab_r2#f39f5etab_r3$td£$b£21.5%$/b£$/td£§+6.1$/td£$/tr£$tr£$td£PLR$/td£tab_r130tab_r2#6268AFtab_r3$td£$b£19.8%$/b£$/td£§-7.6$/td£$/tr£$tr£$td£PS$/td£tab_r126tab_r2#ea546ftab_r3$td£$b£17.6%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£Verdi$/td£tab_r114tab_r2#26b300tab_r3$td£$b£9.0%$/b£$/td£§+0.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£531$/b£$br£Tasso di partecipazione: $b£42.8%$/b£ (-4.7%)","SVP"
2016,"Fétigny FR","tab_h_it$tr£$td£UDC$/td£tab_r158tab_r2#547d34tab_r3$td£$b£38.5%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£PS$/td£tab_r133tab_r2#ea546ftab_r3$td£$b£22.0%$/b£$/td£§+5.3$/td£$/tr£$tr£$td£PLR$/td£tab_r123tab_r2#6268AFtab_r3$td£$b£15.5%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£Centro$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.6%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r16tab_r2#26b300tab_r3$td£$b£3.8%$/b£$/td£§-3.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£317$/b£$br£Tasso di partecipazione: $b£40.0%$/b£ (-2.6%)","SVP"
2022,"Gletterens FR","tab_h_it$tr£$td£UDC$/td£tab_r147tab_r2#547d34tab_r3$td£$b£31.4%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£PS$/td£tab_r134tab_r2#ea546ftab_r3$td£$b£22.4%$/b£$/td£§-2.0$/td£$/tr£$tr£$td£PLR$/td£tab_r121tab_r2#6268AFtab_r3$td£$b£13.8%$/b£$/td£§-2.3$/td£$/tr£$tr£$td£Centro$/td£tab_r120tab_r2#f39f5etab_r3$td£$b£13.5%$/b£$/td£§+4.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r116tab_r2#26b300tab_r3$td£$b£10.9%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.3%$/b£$/td£§-3.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£316$/b£$br£Tasso di partecipazione: $b£42.8%$/b£ (+2.3%)","SVP"
2025,"Lully FR","tab_h_it$tr£$td£UDC$/td£tab_r147tab_r2#547d34tab_r3$td£$b£31.1%$/b£$/td£§+2.4$/td£$/tr£$tr£$td£Centro$/td£tab_r131tab_r2#f39f5etab_r3$td£$b£20.8%$/b£$/td£§+8.1$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£16.8%$/b£$/td£§-5.8$/td£$/tr£$tr£$td£PLR$/td£tab_r123tab_r2#6268AFtab_r3$td£$b£15.0%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r19tab_r2#26b300tab_r3$td£$b£6.3%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.1%$/b£$/td£§-0.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£343$/b£$br£Tasso di partecipazione: $b£45.7%$/b£ (+3.6%)","SVP"
2027,"Ménières FR","tab_h_it$tr£$td£UDC$/td£tab_r150tab_r2#547d34tab_r3$td£$b£33.3%$/b£$/td£§-3.4$/td£$/tr£$tr£$td£PS$/td£tab_r131tab_r2#ea546ftab_r3$td£$b£20.4%$/b£$/td£§+6.8$/td£$/tr£$tr£$td£Centro$/td£tab_r131tab_r2#f39f5etab_r3$td£$b£20.4%$/b£$/td£§+6.1$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.2%$/b£$/td£§-11.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r19tab_r2#26b300tab_r3$td£$b£6.2%$/b£$/td£§+0.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£135$/b£$br£Tasso di partecipazione: $b£49.5%$/b£ (+5.7%)","SVP"
2029,"Montagny FR","tab_h_it$tr£$td£UDC$/td£tab_r146tab_r2#547d34tab_r3$td£$b£30.9%$/b£$/td£§+7.4$/td£$/tr£$tr£$td£PS$/td£tab_r132tab_r2#ea546ftab_r3$td£$b£21.1%$/b£$/td£§-2.0$/td£$/tr£$tr£$td£Centro$/td£tab_r123tab_r2#f39f5etab_r3$td£$b£15.1%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.6%$/b£$/td£§-2.2$/td£$/tr£$tr£$td£Verdi$/td£tab_r114tab_r2#26b300tab_r3$td£$b£9.4%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.4%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£UDF$/td£tab_r15tab_r2#3aa59atab_r3$td£$b£3.6%$/b£$/td£§+0.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£688$/b£$br£Tasso di partecipazione: $b£37.3%$/b£ (+0.6%)","SVP"
2035,"Nuvilly FR","tab_h_it$tr£$td£UDC$/td£tab_r143tab_r2#547d34tab_r3$td£$b£28.5%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£PS$/td£tab_r135tab_r2#ea546ftab_r3$td£$b£23.5%$/b£$/td£§+7.4$/td£$/tr£$tr£$td£Centro$/td£tab_r130tab_r2#f39f5etab_r3$td£$b£20.0%$/b£$/td£§+7.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r119tab_r2#26b300tab_r3$td£$b£12.6%$/b£$/td£§-2.8$/td£$/tr£$tr£$td£PLR$/td£tab_r114tab_r2#6268AFtab_r3$td£$b£9.4%$/b£$/td£§-5.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£121$/b£$br£Tasso di partecipazione: $b£40.9%$/b£ (+1.1%)","SVP"
2038,"Prévondavaux FR","tab_h_it$tr£$td£UDC$/td£tab_r156tab_r2#547d34tab_r3$td£$b£37.5%$/b£$/td£§-19.0$/td£$/tr£$tr£$td£PS$/td£tab_r138tab_r2#ea546ftab_r3$td£$b£25.4%$/b£$/td£§+6.4$/td£$/tr£$tr£$td£Centro$/td£tab_r138tab_r2#f39f5etab_r3$td£$b£25.0%$/b£$/td£§+16.7$/td£$/tr£$tr£$td£PLR$/td£tab_r17tab_r2#6268AFtab_r3$td£$b£4.5%$/b£$/td£§-2.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.1%$/b£$/td£§-5.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£32$/b£$br£Tasso di partecipazione: $b£40.0%$/b£ (-13.3%)","SVP"
2041,"Saint-Aubin FR","tab_h_it$tr£$td£UDC$/td£tab_r142tab_r2#547d34tab_r3$td£$b£28.0%$/b£$/td£§+8.5$/td£$/tr£$tr£$td£PLR$/td£tab_r131tab_r2#6268AFtab_r3$td£$b£20.5%$/b£$/td£§-6.6$/td£$/tr£$tr£$td£Centro$/td£tab_r129tab_r2#f39f5etab_r3$td£$b£19.3%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£PS$/td£tab_r126tab_r2#ea546ftab_r3$td£$b£17.2%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.5%$/b£$/td£§+3.1$/td£$/tr£$tr£$td£PCS$/td£tab_r15tab_r2#abd0e7tab_r3$td£$b£3.0%$/b£$/td£§-1.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£547$/b£$br£Tasso di partecipazione: $b£46.0%$/b£ (+0.7%)","SVP"
